,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Genre_mean_rating,Director_encoded,Actor1_encoded,Actor2_encoded,Actor3_encoded
6117,1974,133, Family,6.5,13,Prayag Raj,Shashi Kapoor,Madhu,Sujit Kumar,6.327197802197802,5.7749999999999995,6.3065868263473055,6.5,6.282857142857143
6119,1980,146,Crime,6.4,231,B.R. Chopra,Zeenat Aman,Raj Babbar,Deepak Parashar,6.124723247232472,7.052941176470589,6.1947368421052635,5.28,5.9875
6119,1980,146, Drama,6.4,231,B.R. Chopra,Zeenat Aman,Raj Babbar,Deepak Parashar,5.875793244626407,7.052941176470589,6.1947368421052635,5.28,5.9875
6124,2005,141,Action,4.6,1295,K. Subhash,Akshay Kumar,Ajay Devgn,Tusshar Kapoor,5.511985472154963,4.6,5.440845070422536,4.987234042553192,6.081818181818181
6124,2005,141, Crime,4.6,1295,K. Subhash,Akshay Kumar,Ajay Devgn,Tusshar Kapoor,5.683443708609272,4.6,5.440845070422536,4.987234042553192,6.081818181818181
6124,2005,141, Drama,4.6,1295,K. Subhash,Akshay Kumar,Ajay Devgn,Tusshar Kapoor,5.875793244626407,4.6,5.440845070422536,4.987234042553192,6.081818181818181
6126,1994,180,Action,3.0,262,Tony Juneja,Tom Alter,Sadashiv Amrapurkar,Mahesh Anand,5.511985472154963,4.05,5.277777777777778,5.288888888888889,3.0
6126,1994,180, Crime,3.0,262,Tony Juneja,Tom Alter,Sadashiv Amrapurkar,Mahesh Anand,5.683443708609272,4.05,5.277777777777778,5.288888888888889,3.0
6126,1994,180, Drama,3.0,262,Tony Juneja,Tom Alter,Sadashiv Amrapurkar,Mahesh Anand,5.875793244626407,4.05,5.277777777777778,5.288888888888889,3.0
6127,1955,185,Action,7.4,79,S.S. Vasan,Dilip Kumar,Dev Anand,Bina Rai,5.511985472154963,6.8875,7.0592592592592585,6.74,7.400000000000001
6127,1955,185, Drama,7.4,79,S.S. Vasan,Dilip Kumar,Dev Anand,Bina Rai,5.875793244626407,6.8875,7.0592592592592585,6.74,7.400000000000001
6127,1955,185, Romance,7.4,79,S.S. Vasan,Dilip Kumar,Dev Anand,Bina Rai,5.838738738738739,6.8875,7.0592592592592585,6.74,7.400000000000001
6130,1987,145,Action,4.6,52,Rajkumar Kohli,Dharmendra,Shatrughan Sinha,Anita Raj,5.511985472154963,5.175,6.045128205128205,5.818333333333333,5.0
6132,2012,82,Documentary,6.8,131,Ashvin Kumar,Omar Abdullah,Bashir Baba,Wajahat Habibullah,7.608333333333333,5.58,6.8,6.8,6.8
6135,1991,143,Action,6.9,342,I.V. Sasi,Mammootty,Murali,Kiran Kumar,5.511985472154963,6.513333333333334,6.642857142857143,6.900000000000001,5.019047619047619
6135,1991,143, Drama,6.9,342,I.V. Sasi,Mammootty,Murali,Kiran Kumar,5.875793244626407,6.513333333333334,6.642857142857143,6.900000000000001,5.019047619047619
6135,1991,143, Thriller,6.9,342,I.V. Sasi,Mammootty,Murali,Kiran Kumar,5.674915254237288,6.513333333333334,6.642857142857143,6.900000000000001,5.019047619047619
6136,1991,150,Action,6.2,29,Shyam Ramsay,Tulsi Ramsay,Vishnuvardhan,Sangeeta Bijlani,5.511985472154963,5.44390243902439,5.775,5.7,5.3875
6136,1991,150, Drama,6.2,29,Shyam Ramsay,Tulsi Ramsay,Vishnuvardhan,Sangeeta Bijlani,5.875793244626407,5.44390243902439,5.775,5.7,5.3875
6138,2018,124,Action,6.8,32,Aziz Naser,Habib Al Aidroos,Adnan Sajid Khan,R.K. Mama,5.511985472154963,6.05,6.8,6.8,6.8
6145,1969,144,Drama,6.8,48,R.K. Nayyar,Ashok Kumar,Sadhana,Sanjay Khan,6.248697068403909,6.12,6.52970297029703,7.214285714285714,7.4
6145,1969,144, Thriller,6.8,48,R.K. Nayyar,Ashok Kumar,Sadhana,Sanjay Khan,5.674915254237288,6.12,6.52970297029703,7.214285714285714,7.4
6147,2003,155,Action,5.1,153,Vikram Bhatt,Ashmit Patel,Vidya Malvade,Nauheed Cyrusi,5.511985472154963,4.835,3.5,6.6499999999999995,4.659999999999999
6147,2003,155, Drama,5.1,153,Vikram Bhatt,Ashmit Patel,Vidya Malvade,Nauheed Cyrusi,5.875793244626407,4.835,3.5,6.6499999999999995,4.659999999999999
6147,2003,155, Thriller,5.1,153,Vikram Bhatt,Ashmit Patel,Vidya Malvade,Nauheed Cyrusi,5.674915254237288,4.835,3.5,6.6499999999999995,4.659999999999999
6149,1992,159,Drama,3.8,30,J.K. Bihari,Vikas Anand,Aparajita,Asrani,6.248697068403909,4.6,5.364705882352942,4.119999999999999,5.92542372881356
6149,1992,159, Family,3.8,30,J.K. Bihari,Vikas Anand,Aparajita,Asrani,6.327197802197802,4.6,5.364705882352942,4.119999999999999,5.92542372881356
6149,1992,159, Musical,3.8,30,J.K. Bihari,Vikas Anand,Aparajita,Asrani,6.289130434782608,4.6,5.364705882352942,4.119999999999999,5.92542372881356
6151,2001,138,Comedy,2.6,10,Aslam Azmi,Akshay Anand,Tinnu Anand,Pooja Dadwal,5.838422649140546,2.6,3.5714285714285716,3.3833333333333333,2.6
6151,2001,138, Crime,2.6,10,Aslam Azmi,Akshay Anand,Tinnu Anand,Pooja Dadwal,5.683443708609272,2.6,3.5714285714285716,3.3833333333333333,2.6
6155,2004,127,Action,5.0,85,Pankaj Parashar,Manoj Bajpayee,Isha Koppikar,Nethra Raghuraman,5.511985472154963,5.733333333333333,6.733898305084746,5.1,5.0
6155,2004,127, Thriller,5.0,85,Pankaj Parashar,Manoj Bajpayee,Isha Koppikar,Nethra Raghuraman,5.674915254237288,5.733333333333333,6.733898305084746,5.1,5.0
6157,1974,138,Action,6.5,62,Pachhi,Dharmendra,Saira Banu,Feroz Khan,5.511985472154963,6.4,6.045128205128205,6.6421052631578945,6.864705882352942
6157,1974,138, Crime,6.5,62,Pachhi,Dharmendra,Saira Banu,Feroz Khan,5.683443708609272,6.4,6.045128205128205,6.6421052631578945,6.864705882352942
6158,1999,175,Action,4.8,2082,Umesh Mehra,Akshay Kumar,Twinkle Khanna,Rajat Bedi,5.511985472154963,5.26,5.440845070422536,4.603703703703704,4.8
6158,1999,175, Crime,4.8,2082,Umesh Mehra,Akshay Kumar,Twinkle Khanna,Rajat Bedi,5.683443708609272,5.26,5.440845070422536,4.603703703703704,4.8
6158,1999,175, Drama,4.8,2082,Umesh Mehra,Akshay Kumar,Twinkle Khanna,Rajat Bedi,5.875793244626407,5.26,5.440845070422536,4.603703703703704,4.8
6160,1973,116,Drama,5.8,5,Mohan Singh Kavia,Rinku Jaiswal,Padmini Kapila,Baldev Khosa,6.248697068403909,5.8,5.8,5.8,5.8
6163,2005,132,Drama,8.1,16185,Nagesh Kukunoor,Shreyas Talpade,Naseeruddin Shah,Shweta Basu Prasad,6.248697068403909,6.8,5.161111111111111,6.658333333333334,8.1
6163,2005,132, Sport,8.1,16185,Nagesh Kukunoor,Shreyas Talpade,Naseeruddin Shah,Shweta Basu Prasad,6.552631578947368,6.8,5.161111111111111,6.658333333333334,8.1
6165,2006,130,Comedy,4.7,41,K. Ravi Shankar,Amarjeet,Shilpa Anand,Deepa Bakshi,5.838422649140546,5.061538461538461,4.7,4.7,4.7
6165,2006,130, Romance,4.7,41,K. Ravi Shankar,Amarjeet,Shilpa Anand,Deepa Bakshi,5.838738738738739,5.061538461538461,4.7,4.7,4.7
6169,2017,109,Drama,6.3,1284,Aparnaa Singh,Naseeruddin Shah,Arshad Warsi,Divya Dutta,6.248697068403909,6.3,6.2042553191489365,6.013793103448276,5.550000000000001
6169,2017,109, Mystery,6.3,1284,Aparnaa Singh,Naseeruddin Shah,Arshad Warsi,Divya Dutta,5.8710204081632655,6.3,6.2042553191489365,6.013793103448276,5.550000000000001
6169,2017,109, Thriller,6.3,1284,Aparnaa Singh,Naseeruddin Shah,Arshad Warsi,Divya Dutta,5.674915254237288,6.3,6.2042553191489365,6.013793103448276,5.550000000000001
6175,1996,131,Crime,6.7,279,Sudhir Mishra,Murad Ali,Tara Deshpande,Kishore Kadam,6.124723247232472,6.484,6.7,6.7,6.8999999999999995
6175,1996,131, Thriller,6.7,279,Sudhir Mishra,Murad Ali,Tara Deshpande,Kishore Kadam,5.674915254237288,6.484,6.7,6.7,6.8999999999999995
6176,2019,155,Comedy,5.0,38,Rahul Kumar Shukla,Aditi Bhagat,Ansh Gupta,Amit Behl,5.838422649140546,5.0,5.0,5.0,5.525
6177,1964,129,Drama,5.4,10,K. Amarnath,Joy Mukherjee,Vyjayanthimala,Jayant,6.248697068403909,6.11,5.7266666666666675,6.886486486486487,6.008333333333333
6178,2008,152,Crime,4.7,7,Dharam,Angeilla Dobson,Milind Gunaji,Mohan Joshi,6.124723247232472,4.7,4.7,5.0,5.65625
6180,2012,120,Action,6.5,7145,Habib Faisal,Arjun Kapoor,Parineeti Chopra,Gauahar Khan,5.511985472154963,6.6,5.616666666666666,6.14,6.26
6180,2012,120, Drama,6.5,7145,Habib Faisal,Arjun Kapoor,Parineeti Chopra,Gauahar Khan,5.875793244626407,6.6,5.616666666666666,6.14,6.26
6180,2012,120, Romance,6.5,7145,Habib Faisal,Arjun Kapoor,Parineeti Chopra,Gauahar Khan,5.838738738738739,6.6,5.616666666666666,6.14,6.26
6182,2013,103,Romance,2.6,143,Anish Khanna,Neha Ahuja,Raayo S. Bakhirta,Neha Ghelot,5.59874213836478,2.6,2.6,6.14,2.6
6183,1974,131,Drama,7.3,59,Dev Anand,Dev Anand,Zeenat Aman,Shabana Azmi,6.248697068403909,5.456521739130435,6.777165354330709,6.6,6.691304347826088
6183,1974,131, Romance,7.3,59,Dev Anand,Dev Anand,Zeenat Aman,Shabana Azmi,5.838738738738739,5.456521739130435,6.777165354330709,6.6,6.691304347826088
6184,2013,95,Comedy,3.8,751,Prem Soni,Preity Zinta,Isabelle Adjani,Gaurav Chanana,5.838422649140546,3.6799999999999997,6.35,3.8,4.666666666666667
6184,2013,95, Romance,3.8,751,Prem Soni,Preity Zinta,Isabelle Adjani,Gaurav Chanana,5.838738738738739,3.6799999999999997,6.35,3.8,4.666666666666667
6185,1997,161,Action,6.9,10128,Indra Kumar,Aamir Khan,Ajay Devgn,Juhi Chawla,5.511985472154963,5.246153846153846,6.867777777777778,4.987234042553192,5.613157894736842
6185,1997,161, Comedy,6.9,10128,Indra Kumar,Aamir Khan,Ajay Devgn,Juhi Chawla,5.507605633802817,5.246153846153846,6.867777777777778,4.987234042553192,5.613157894736842
6185,1997,161, Drama,6.9,10128,Indra Kumar,Aamir Khan,Ajay Devgn,Juhi Chawla,5.875793244626407,5.246153846153846,6.867777777777778,4.987234042553192,5.613157894736842
6189,2016,125,Romance,4.0,96,Sameer Sippy,Krishna Chaturvedi,Ruhi Singh,Javed Jaffrey,5.59874213836478,4.0,4.0,4.0,5.1482758620689655
6190,2004,148,Romance,3.1,151,G. Krishna,Dino Morea,Bipasha Basu,Beena Banerjee,5.59874213836478,3.1,4.725,4.426666666666667,4.21
6193,2017,135,Comedy,5.8,12,Ramkumar Pawadia,Munesh Nehra,Asrani,Shakti Kapoor,5.838422649140546,5.8,5.8,5.294444444444444,5.316279069767441
6193,2017,135, Drama,5.8,12,Ramkumar Pawadia,Munesh Nehra,Asrani,Shakti Kapoor,5.875793244626407,5.8,5.8,5.294444444444444,5.316279069767441
6196,2015,120,Music,6.8,51,Shakir Khan,Rishi Verma,Priyanka Mehta,Manjul Azad,7.466666666666666,6.8,6.8,6.8,6.8
6196,2015,120, Romance,6.8,51,Shakir Khan,Rishi Verma,Priyanka Mehta,Manjul Azad,5.838738738738739,6.8,6.8,6.8,6.8
6199,1994,134,Romance,5.7,10,Mahrukh Mirza,Divya Dutta,Brij Gopal,Shafi Inamdar,5.59874213836478,5.6,5.5636363636363635,4.95,4.385714285714286
6205,2018,122,Drama,5.5,12,Jojo D'Souza,Hrishitaa Bhatt,Shahbaaz Khan,Mohit Madaan,6.248697068403909,5.5,5.04,4.3999999999999995,5.5
6205,2018,122, Romance,5.5,12,Jojo D'Souza,Hrishitaa Bhatt,Shahbaaz Khan,Mohit Madaan,5.838738738738739,5.5,5.04,4.3999999999999995,5.5
6205,2018,122, Thriller,5.5,12,Jojo D'Souza,Hrishitaa Bhatt,Shahbaaz Khan,Mohit Madaan,5.674915254237288,5.5,5.04,4.3999999999999995,5.5
6207,2003,134,Comedy,6.0,3937,Ken Ghosh,Shahid Kapoor,Amrita Rao,Shenaz Treasury,5.838422649140546,5.325,5.779999999999999,5.923529411764706,6.0
6207,2003,134, Romance,6.0,3937,Ken Ghosh,Shahid Kapoor,Amrita Rao,Shenaz Treasury,5.838738738738739,5.325,5.779999999999999,5.923529411764706,6.0
6209,2015,132,Romance,4.8,151,V.K. Prakash,Mimoh Chakraborty,Kavin Dave,Mohit Dutta,5.59874213836478,4.8,5.283333333333333,4.933333333333334,4.8
6210,2018,118,Comedy,4.1,167,Prerna Wadhawan,Manish Anand,Raj Babbar,Richa Chadha,5.838422649140546,4.1,4.1,5.28,5.9
6210,2018,118, Romance,4.1,167,Prerna Wadhawan,Manish Anand,Raj Babbar,Richa Chadha,5.838738738738739,4.1,4.1,5.28,5.9
6211,2010,118,Comedy,7.3,10075,Abhishek Chaubey,Vidya Balan,Naseeruddin Shah,Arshad Warsi,5.838422649140546,7.574999999999999,6.7700000000000005,6.658333333333334,5.245945945945945
6211,2010,118, Drama,7.3,10075,Abhishek Chaubey,Vidya Balan,Naseeruddin Shah,Arshad Warsi,5.875793244626407,7.574999999999999,6.7700000000000005,6.658333333333334,5.245945945945945
6211,2010,118, Romance,7.3,10075,Abhishek Chaubey,Vidya Balan,Naseeruddin Shah,Arshad Warsi,5.838738738738739,7.574999999999999,6.7700000000000005,6.658333333333334,5.245945945945945
6215,1992,140,Action,5.7,604,Kalidas,Aamir Khan,Farha Naaz,Asrani,5.511985472154963,6.111764705882353,6.867777777777778,5.071428571428571,5.92542372881356
6215,1992,140, Comedy,5.7,604,Kalidas,Aamir Khan,Farha Naaz,Asrani,5.507605633802817,6.111764705882353,6.867777777777778,5.071428571428571,5.92542372881356
6215,1992,140, Drama,5.7,604,Kalidas,Aamir Khan,Farha Naaz,Asrani,5.875793244626407,6.111764705882353,6.867777777777778,5.071428571428571,5.92542372881356
6216,2010,139,Comedy,5.4,391,Vidhi Kasliwal,Akshay Oberoi,Sandeepa Dhar,Mohnish Bahl,5.838422649140546,5.1000000000000005,5.8999999999999995,5.45,5.21111111111111
6216,2010,139, Drama,5.4,391,Vidhi Kasliwal,Akshay Oberoi,Sandeepa Dhar,Mohnish Bahl,5.875793244626407,5.1000000000000005,5.8999999999999995,5.45,5.21111111111111
6216,2010,139, Romance,5.4,391,Vidhi Kasliwal,Akshay Oberoi,Sandeepa Dhar,Mohnish Bahl,5.838738738738739,5.1000000000000005,5.8999999999999995,5.45,5.21111111111111
6217,2017,92,Action,6.4,18,Yuvraj Kumar,Amrityan,Moshin Bhat,Snighdadeep Chatterji,5.511985472154963,6.95,6.4,6.4,6.133333333333333
6219,2017,135,Action,7.5,8,Yuvraj Kumar,Yuvraj Kumar,Manon Faure,Rasheed Naz,5.511985472154963,6.95,7.5,7.5,7.5
6222,1998,129,Action,4.4,45,Raju Mavani,Arun Bakshi,Prem Chopra,Sunny Deol,5.511985472154963,4.4,4.9,5.753333333333333,5.553846153846154
6222,1998,129, Crime,4.4,45,Raju Mavani,Arun Bakshi,Prem Chopra,Sunny Deol,5.683443708609272,4.4,4.9,5.753333333333333,5.553846153846154
6222,1998,129, Drama,4.4,45,Raju Mavani,Arun Bakshi,Prem Chopra,Sunny Deol,5.875793244626407,4.4,4.9,5.753333333333333,5.553846153846154
6224,2015,108,Drama,6.7,315,Ruchika Oberoi,Vinay Pathak,Amruta Subhash,Tannishtha Chatterjee,6.248697068403909,6.7,6.184,6.7,6.333333333333333
6226,2013,148,Drama,4.5,439,Manish Tiwary,Prateik,Amyra Dastur,Ravi Kishan,6.248697068403909,6.0,5.25,3.983333333333333,5.6066666666666665
6226,2013,148, Romance,4.5,439,Manish Tiwary,Prateik,Amyra Dastur,Ravi Kishan,5.838738738738739,6.0,5.25,3.983333333333333,5.6066666666666665
6228,1962,130,Drama,6.7,6,Shakti Samanta,Ashok Kumar,Shyama,Mehmood,6.248697068403909,6.718571428571429,6.52970297029703,6.282608695652174,6.632352941176471
6228,1962,130, Music,6.7,6,Shakti Samanta,Ashok Kumar,Shyama,Mehmood,5.9879999999999995,6.718571428571429,6.52970297029703,6.282608695652174,6.632352941176471
6229,2003,137,Comedy,7.3,719,Shashanka Ghosh,Arshad Warsi,Prashant Narayanan,Sandhya Mridul,5.838422649140546,6.144444444444444,5.071875,6.075,7.014285714285714
6229,2003,137, Crime,7.3,719,Shashanka Ghosh,Arshad Warsi,Prashant Narayanan,Sandhya Mridul,5.683443708609272,6.144444444444444,5.071875,6.075,7.014285714285714
6229,2003,137, Drama,7.3,719,Shashanka Ghosh,Arshad Warsi,Prashant Narayanan,Sandhya Mridul,5.875793244626407,6.144444444444444,5.071875,6.075,7.014285714285714
6231,2010,131,Drama,6.8,503,Aparna Sen,Konkona Sen Sharma,Anjan Dutt,Rajat Kapoor,6.248697068403909,6.9624999999999995,6.277777777777778,6.199999999999999,6.01304347826087
6232,1987,138,Drama,5.0,34,V. Joshi,Raaj Kumar,Shabana Azmi,Rati Agnihotri,6.248697068403909,5.0,5.935483870967742,6.417543859649123,5.183333333333334
6232,1987,138, Family,5.0,34,V. Joshi,Raaj Kumar,Shabana Azmi,Rati Agnihotri,6.327197802197802,5.0,5.935483870967742,6.417543859649123,5.183333333333334
6233,1997,154,Action,3.5,292,Raj Kanwar,Ajay Devgn,Twinkle Khanna,Amrish Puri,5.511985472154963,5.064705882352941,5.3691489361702125,4.603703703703704,5.984375
6233,1997,154, Drama,3.5,292,Raj Kanwar,Ajay Devgn,Twinkle Khanna,Amrish Puri,5.875793244626407,5.064705882352941,5.3691489361702125,4.603703703703704,5.984375
6233,1997,154, Romance,3.5,292,Raj Kanwar,Ajay Devgn,Twinkle Khanna,Amrish Puri,5.838738738738739,5.064705882352941,5.3691489361702125,4.603703703703704,5.984375
6235,1981,138,Comedy,6.9,71,Madhu M.,Sanjeev Kumar,Moushumi Chatterjee,Arun Govil,5.838422649140546,6.9,6.635087719298245,6.057894736842105,6.1499999999999995
6235,1981,138, Family,6.9,71,Madhu M.,Sanjeev Kumar,Moushumi Chatterjee,Arun Govil,6.327197802197802,6.9,6.635087719298245,6.057894736842105,6.1499999999999995
6238,2014,140,Action,4.5,7875,Sajid,Farhad Samji,Akshay Kumar,Tamannaah Bhatia,5.511985472154963,4.75,4.75,5.665591397849462,5.24
6238,2014,140, Comedy,4.5,7875,Sajid,Farhad Samji,Akshay Kumar,Tamannaah Bhatia,5.507605633802817,4.75,4.75,5.665591397849462,5.24
6238,2014,140, Drama,4.5,7875,Sajid,Farhad Samji,Akshay Kumar,Tamannaah Bhatia,5.875793244626407,4.75,4.75,5.665591397849462,5.24
6239,2012,93,Comedy,4.3,9,Ashok Tyagi,Asrani,Arun Bakshi,Dinesh Hingoo,5.838422649140546,5.32,5.133333333333333,5.05,4.25
6241,1969,104,Crime,7.4,985,Yash Chopra,Rajesh Khanna,Nanda,Sujit Kumar,6.124723247232472,7.010526315789474,6.575280898876405,6.661538461538462,6.282857142857143
6241,1969,104, Mystery,7.4,985,Yash Chopra,Rajesh Khanna,Nanda,Sujit Kumar,5.8710204081632655,7.010526315789474,6.575280898876405,6.661538461538462,6.282857142857143
6241,1969,104, Thriller,7.4,985,Yash Chopra,Rajesh Khanna,Nanda,Sujit Kumar,5.674915254237288,7.010526315789474,6.575280898876405,6.661538461538462,6.282857142857143
6242,2001,138,Action,4.5,80,Sanjay Khanna,Sunil Shetty,Mukul Dev,Pooja Batra,5.511985472154963,4.74,4.634285714285714,4.944444444444445,5.075
6242,2001,138, Comedy,4.5,80,Sanjay Khanna,Sunil Shetty,Mukul Dev,Pooja Batra,5.507605633802817,4.74,4.634285714285714,4.944444444444445,5.075
6242,2001,138, Drama,4.5,80,Sanjay Khanna,Sunil Shetty,Mukul Dev,Pooja Batra,5.875793244626407,4.74,4.634285714285714,4.944444444444445,5.075
6243,2017,105,Crime,7.2,10842,Abhay Chopra,Sidharth Malhotra,Sonakshi Sinha,Akshaye Khanna,6.124723247232472,5.64,5.779999999999999,5.31764705882353,5.944444444444445
6243,2017,105, Mystery,7.2,10842,Abhay Chopra,Sidharth Malhotra,Sonakshi Sinha,Akshaye Khanna,5.8710204081632655,5.64,5.779999999999999,5.31764705882353,5.944444444444445
6243,2017,105, Thriller,7.2,10842,Abhay Chopra,Sidharth Malhotra,Sonakshi Sinha,Akshaye Khanna,5.674915254237288,5.64,5.779999999999999,5.31764705882353,5.944444444444445
6246,1968,135,Drama,7.0,74,T. Prakash Rao,Dharmendra,Tanuja,Jayalalitha J,6.248697068403909,6.568181818181818,6.045128205128205,6.550000000000001,7.0
6246,1968,135, Romance,7.0,74,T. Prakash Rao,Dharmendra,Tanuja,Jayalalitha J,5.838738738738739,6.568181818181818,6.045128205128205,6.550000000000001,7.0
6248,1991,156,Action,5.8,43,Ashok Gaekwad,Jackie Shroff,Sangeeta Bijlani,Gulshan Grover,5.511985472154963,4.878947368421053,5.22,5.7299999999999995,4.96875
6248,1991,156, Drama,5.8,43,Ashok Gaekwad,Jackie Shroff,Sangeeta Bijlani,Gulshan Grover,5.875793244626407,4.878947368421053,5.22,5.7299999999999995,4.96875
6253,1990,172,Action,5.0,183,K. Bapaiah,Jasti Hemambar,Dilip Kumar,Govinda,5.511985472154963,5.464583333333334,5.325,6.905714285714286,5.008823529411765
6253,1990,172, Crime,5.0,183,K. Bapaiah,Jasti Hemambar,Dilip Kumar,Govinda,5.683443708609272,5.464583333333334,5.325,6.905714285714286,5.008823529411765
6253,1990,172, Drama,5.0,183,K. Bapaiah,Jasti Hemambar,Dilip Kumar,Govinda,5.875793244626407,5.464583333333334,5.325,6.905714285714286,5.008823529411765
6254,2017,127,Drama,5.3,18,Shailendra Pandey,Rina Charaniya,Arvind Gaur,Jaswir Kaur,6.248697068403909,5.3,5.3,5.3,5.3
6258,1989,173,Comedy,4.1,484,Prakash Mehra,Amitabh Bachchan,Jaya Prada,Amrita Singh,5.838422649140546,6.285365853658536,6.148872180451128,5.632558139534884,5.3025
6258,1989,173, Fantasy,4.1,484,Prakash Mehra,Amitabh Bachchan,Jaya Prada,Amrita Singh,5.688695652173913,6.285365853658536,6.148872180451128,5.632558139534884,5.3025
6262,2004,122,Crime,6.5,154,Mehul Kumar,Sanjay Kapoor,Raveena Tandon,Manoj Bajpayee,6.124723247232472,5.38,5.094117647058823,5.2676923076923075,5.973333333333333
6262,2004,122, Drama,6.5,154,Mehul Kumar,Sanjay Kapoor,Raveena Tandon,Manoj Bajpayee,5.875793244626407,5.38,5.094117647058823,5.2676923076923075,5.973333333333333
6262,2004,122, Thriller,6.5,154,Mehul Kumar,Sanjay Kapoor,Raveena Tandon,Manoj Bajpayee,5.674915254237288,5.38,5.094117647058823,5.2676923076923075,5.973333333333333
6265,1993,134,Action,4.2,973,Suresh Krishna,Salman Khan,Karisma Kapoor,Ashok Saraf,5.511985472154963,5.75,5.232857142857143,4.921538461538461,5.714285714285714
6265,1993,134, Drama,4.2,973,Suresh Krishna,Salman Khan,Karisma Kapoor,Ashok Saraf,5.875793244626407,5.75,5.232857142857143,4.921538461538461,5.714285714285714
6267,1952,165,Crime,7.2,115,Guru Dutt,Dev Anand,Geeta Bali,K.N. Singh,6.124723247232472,7.377777777777778,6.777165354330709,7.1466666666666665,6.134782608695652
6267,1952,165, Thriller,7.2,115,Guru Dutt,Dev Anand,Geeta Bali,K.N. Singh,5.674915254237288,7.377777777777778,6.777165354330709,7.1466666666666665,6.134782608695652
6269,1967,156,Action,5.8,31,Moni Bhattacharjee,Biswajit Chatterjee,Mala Sinha,Sujit Kumar,5.511985472154963,6.3999999999999995,6.3999999999999995,6.5125,6.282857142857143
6269,1967,156, Crime,5.8,31,Moni Bhattacharjee,Biswajit Chatterjee,Mala Sinha,Sujit Kumar,5.683443708609272,6.3999999999999995,6.3999999999999995,6.5125,6.282857142857143
6269,1967,156, Drama,5.8,31,Moni Bhattacharjee,Biswajit Chatterjee,Mala Sinha,Sujit Kumar,5.875793244626407,6.3999999999999995,6.3999999999999995,6.5125,6.282857142857143
6272,1969,136,Action,6.9,8,Mohammed Hussain,Aravind Sen,Bambi,Bela Bose,5.511985472154963,6.18,6.9,6.9,5.9399999999999995
6274,2003,142,Action,4.1,459,Guddu Dhanoa,Sunny Deol,Tabu,Reema Sen,5.511985472154963,4.68125,5.025547445255475,5.857894736842105,4.1499999999999995
6274,2003,142, Drama,4.1,459,Guddu Dhanoa,Sunny Deol,Tabu,Reema Sen,5.875793244626407,4.68125,5.025547445255475,5.857894736842105,4.1499999999999995
6274,2003,142, Romance,4.1,459,Guddu Dhanoa,Sunny Deol,Tabu,Reema Sen,5.838738738738739,4.68125,5.025547445255475,5.857894736842105,4.1499999999999995
6275,1960,155,Action,7.3,77,Shakti Samanta,Dev Anand,Madhubala,Kundan,5.511985472154963,6.718571428571429,6.777165354330709,7.279411764705882,7.3
6275,1960,155, Crime,7.3,77,Shakti Samanta,Dev Anand,Madhubala,Kundan,5.683443708609272,6.718571428571429,6.777165354330709,7.279411764705882,7.3
6275,1960,155, Drama,7.3,77,Shakti Samanta,Dev Anand,Madhubala,Kundan,5.875793244626407,6.718571428571429,6.777165354330709,7.279411764705882,7.3
6277,1996,170,Action,4.1,540,Raj Kanwar,Ajay Devgn,Twinkle Khanna,Amrish Puri,5.511985472154963,5.064705882352941,5.3691489361702125,4.603703703703704,5.984375
6277,1996,170, Drama,4.1,540,Raj Kanwar,Ajay Devgn,Twinkle Khanna,Amrish Puri,5.875793244626407,5.064705882352941,5.3691489361702125,4.603703703703704,5.984375
6277,1996,170, Romance,4.1,540,Raj Kanwar,Ajay Devgn,Twinkle Khanna,Amrish Puri,5.838738738738739,5.064705882352941,5.3691489361702125,4.603703703703704,5.984375
6280,1987,160,Action,5.6,48,Raghunath Jhalani,Dharmendra,Jeetendra,Hema Malini,5.511985472154963,6.547058823529412,6.045128205128205,5.6000000000000005,6.431034482758621
6281,1975,140,Drama,5.9,7,Manohar Nath Rangroo,Urmila Bhatt,Iftekhar,Jankidas,6.248697068403909,5.9,6.7,5.9,7.08
6282,1985,139,Action,4.7,43,Ajay Kashyap,Sanjay Dutt,Anita Raj,Anuradha Patel,5.511985472154963,4.825,5.2612499999999995,5.2368421052631575,7.4
6284,1990,137,Action,6.6,5,Dilip Gulati,Hemant Birje,Sahila Chaddha,Natasha,5.511985472154963,5.233333333333333,4.236363636363636,5.1,6.6
6290,1992,180,Action,5.3,106,Anand,Govinda,Divya Bharti,Aruna Irani,5.511985472154963,4.74,4.877443609022556,5.75,5.754545454545455
6290,1992,180, Crime,5.3,106,Anand,Govinda,Divya Bharti,Aruna Irani,5.683443708609272,4.74,4.877443609022556,5.75,5.754545454545455
6290,1992,180, Drama,5.3,106,Anand,Govinda,Divya Bharti,Aruna Irani,5.875793244626407,4.74,4.877443609022556,5.75,5.754545454545455
6292,1992,150,Drama,5.9,147,Deepak Balraj Vij,Ronit Roy,Farheen,Sulabha Deshpande,6.248697068403909,5.423529411764706,5.2375,5.180000000000001,5.9
6292,1992,150, Romance,5.9,147,Deepak Balraj Vij,Ronit Roy,Farheen,Sulabha Deshpande,5.838738738738739,5.423529411764706,5.2375,5.180000000000001,5.9
6297,1992,127,Romance,4.6,68,Vikram Bhatt,Rahul Roy,Pooja Bhatt,Paresh Rawal,5.59874213836478,4.835,5.933333333333334,5.875862068965517,5.417142857142857
